id,n,bri.B0,bri.T0,bri.Tm,bri.chisqr,bri.Rsq,bri.aic,bri.bic,bri.aicc
5,12,7.916907831988046e-06,-1.7153293801810199,21933.05598056658,0.06521977414700601,0.9258007053673689,-20.524265859356063,-19.069545909992062,-17.524265859356063
6,8,0.00025786130949234366,11.406490210042248,37.05578561626694,0.008342835764826952,0.8934280349166277,-24.223332607297348,-23.98500798225784,-18.223332607297348
12,8,4.066286571967827e-05,-8.605654060474278,57.57550346540767,0.011680665249861204,0.8685303759995925,-21.531078577206106,-21.2927539521666,-15.531078577206106
14,10,3.5440924543867015e-05,1.9474933572009103,80628.9721264352,24.880853990521864,0.9487764490724593,45.49390565075099,46.401660929733126,49.49390565075099
16,10,0.0015819969685079052,-14.186718729457427,99.34400655389962,25.057959621707283,0.9811717131657246,45.564834998440865,46.472590277423,49.564834998440865
18,7,9.04968918504042e-07,-118.15387527743754,157230.4094451945,0.06632953693977225,0.9848611495724082,-4.748071414912918,-4.910340967746978,3.2519285850870823
20,8,2.3177113795679675e-06,-44.98256499724165,456354.0018441423,0.26198580286938766,0.9802254472384349,3.351764484150813,3.5900891091903198,9.351764484150813
22,7,1.7675584723157846e-06,-185.71675918327347,59948.065664511814,0.09548451138898469,0.9872752677294063,-2.1977701819228947,-2.3600397347569553,5.802229818077105
28,8,2.1088941993003682e-08,-25989.21000097533,57.795012455035305,0.0023688304300041466,0.5672646882583839,-34.295387282890474,-34.05706265785096,-28.295387282890474
31,8,9.748088756873048e-08,-39.20444913432316,380301.2534897104,0.0009577379255876086,0.946361187786704,-41.54000685435345,-41.30168222931394,-35.54000685435345
34,8,2.3681457084545334e-09,-178518.25486507878,152.98992752833837,0.0066472063964728096,0.6254839280018987,-26.040984628829392,-25.802660003789885,-20.040984628829392
37,8,2.0683466198167225e-09,-643077.361681625,40.302519061313944,0.010848694992325578,-0.8398925652049347,-22.122199669640462,-21.883875044600956,-16.122199669640462
40,8,1.6724309535536031e-09,-725244.8123981501,44.95246170109533,0.011054179183746026,-0.012073991333569012,-21.972089528937065,-21.73376490389756,-15.972089528937065
43,8,1.871179310402319e-09,-230789.78490918802,334.3054717690901,0.012347737790938604,0.7617660066476071,-21.08677506223987,-20.848450437200363,-15.08677506223987
46,8,4.508455972436803e-09,-320228.5676096475,53.478675335665436,0.03380843387816836,-0.04406875530091403,-13.028875678932906,-12.790551053893399,-7.028875678932906
49,8,2.7825763823805048e-09,-1083865.7536436873,36.52205728229141,0.038377380421230234,0.05378369121002402,-12.014812157987375,-11.776487532947868,-6.014812157987375
106,25,0.0002451481589148624,-6.201723958979099,124.67077380717365,1.7972396074637653,0.96496004777363,13.131329448517652,16.787956923122252,14.274186591374795
108,6,1.2201987264729487e-06,-69.29051412841004,119281.86215943327,0.3767649403778699,0.6826554615917566,8.419902865196306,7.795181272880471,20.419902865196306
113,6,4.480475123584066e-06,-0.6413240505271885,1512359.1455715836,0.17158670059022907,0.9933234050385564,3.700705999169644,3.0759844068538094,15.700705999169644
115,6,2.6457398585208332e-06,-0.2724504077134605,1166187.1898515248,0.07011352746226318,0.9871111888944339,-1.6691315955596782,-2.293853187875513,10.330868404440322
145,7,0.00016901320299390633,-715.3121518087459,50.195870808011996,16.216354108231222,0.8738952200079779,33.74591014261509,33.58364058978103,41.74591014261509
147,7,0.005393820065589428,-24.657623404801146,36.90682521671349,10.732956750340247,0.9616511850850977,30.857001966741265,30.694732413907204,38.857001966741265
149,7,0.0020385590722985423,11.405134212134973,43.26080203248364,2.076653072871075,0.9025045505694331,19.359070908464123,19.19680135563006,27.359070908464123
150,13,0.00023249548388310304,-15.210131775242795,77.97755078581322,0.5554968619367955,0.9788030962973054,3.905460069359415,5.6003081417440255,6.572126736026082
151,7,0.00035778682892419455,-0.9288867640768257,69.25881476209636,0.12267404844484348,0.9924854470507819,-0.4438027547887593,-0.6060723076228198,7.556197245211241
152,14,0.002101446024064075,2.9553584176214582,56.398236988004996,15.08025106397209,0.94732068889278,48.77088047255752,50.688052461403295,51.17088047255752
153,11,0.0020224735143560767,2.248853252281313,55.751572441469875,14.257019008463985,0.9214343107175696,42.06954255159693,43.26322836999204,45.49811398016836
154,15,0.00464421934549659,18.558322670904243,53.38187927482283,42.72460570863117,0.8911255982752003,66.26902798519187,68.3931785884985,68.45084616701006
155,14,0.000922547501993827,-3.8105116921238147,113.41733300116643,29.931833174214802,0.943128806861958,58.36839227705474,60.28556426590051,60.76839227705474
156,22,0.004467613621729985,-0.39650752367123915,55.6104613130055,144.64604469721795,0.9309283508950186,111.86473460322202,115.13786196329697,113.19806793655535
157,22,0.004331807426530439,-1.3570915423158432,55.51772191501338,193.50019843400727,0.9150667086977589,118.26648932241989,121.53961668249484,119.59982265575321
184,7,5.0936632422384265e-06,-6.152846618954698,346422.4095586637,0.1553903922661987,0.9885748237872246,1.211065739957169,1.0487961871231084,9.211065739957169
185,7,1.8594465142648377e-06,-8.21484721143868,869924.0292298449,0.09564652730495796,0.9796040241979178,-2.1859028087196855,-2.348172361553746,5.8140971912803145
186,7,1.8628095511781037e-06,-3.038820828363731,1123040.105682965,0.10225884096851265,0.9789972941534174,-1.7179677434229461,-1.8802372962570066,6.282032256577054
187,7,1.38457249312841e-06,-20.24060942156049,777108.9256876523,0.04843947818760501,0.9867332071138692,-6.948312507424109,-7.11058206025817,1.0516874925758906
188,7,1.8657039725283336e-06,-8.7582871356266,1120030.7918992906,0.06509686292489421,0.98961419187682,-4.879384014926657,-5.041653567760718,3.120615985073343
189,7,2.366900224314676e-06,-15.095569197960073,1103892.0555726516,0.10336495885619916,0.9922488532444694,-1.6426564233631549,-1.8049259761972154,6.357343576636845
190,7,2.3973306135666467e-06,-1.7074784821676956,1149040.3097280834,0.12847897840125364,0.9846764396391727,-0.12016144018546626,-0.2824309930195268,7.879838559814534
191,7,1.827502979450502e-06,-10.317493248218929,986495.3525012321,0.06567224961736055,0.9888581270674397,-4.817783339329285,-4.980052892163346,3.182216660670715
192,7,2.084460506854193e-06,-7.129628562301158,1293210.2278224463,0.07831798740685258,0.9913204216578679,-3.5850774255192803,-3.747346978353341,4.41492257448072
193,7,1.6589472164334512e-06,-8.996790197407012,1179125.0908050025,0.01668056137036683,0.9970473148657033,-14.410810169762417,-14.573079722596479,-6.410810169762417
194,6,2.4189289145762085e-06,-10.262640246858513,751941.9262955012,0.09433055653719308,0.9749092846540348,0.1110049444372816,-0.5137166478785531,12.111004944437282
196,6,0.00023666478009603558,2.470677948186275,47.753952601682215,0.015474833559395424,0.9682241392160476,-10.734535712434301,-11.359257304750136,1.265464287565699
