id,n,bri.B0,bri.T0,bri.Tm,bri.chisqr,bri.Rsq,bri.aic,bri.bic,bri.aicc
520,362,2.735618181571463e-07,-32737.40012559853,121.50775105886808,31.122702170540222,0.6482530248147728,147.06967784854578,158.7446104840231,147.13671695469102
521,10,0.0004801472337593503,-21.969603636556855,427965.93767343287,1408.2664686642765,0.9936059912129721,85.85406745539834,86.76182273438047,89.85406745539834
522,6,0.14136716875343627,-2.220150906179287,121.99315951424474,7064.118861075328,0.9943094571510003,67.45340699381941,66.82868540150358,79.45340699381941
523,42,2.8412547874190698e-06,-62.97209383599843,135094.44795125237,1.9081154160121616,0.9249247153082365,-2.654412584409876,2.55859627044023,-2.0228336370414546
524,637,0.001973525007194303,-0.39488745170484174,16.720469618718283,75.75283783893153,0.2140444069611065,459.3675734036606,472.73788237037706,459.4054880956037
525,464,0.005577425277184707,-3.296582032269869,10.490352601542531,44.161177965438796,0.2226191002104121,233.42910610250647,245.84875975918524,233.48128001554994
526,287,0.0036189133527602326,6.380048750393295,19.046510586538982,92.18064760140693,0.14852304387520698,496.51563317220507,507.49407981948394,496.6004388259153
527,406,0.003552359038856432,-3.6896592455863324,11.68387572815181,18.809226803940398,0.01067058060217807,-87.0561938617027,-75.0371343828975,-86.99649236916538
528,593,0.0018898386871947217,8.117704887885411,20.477506926600082,56.94607552016127,0.13983746032380373,301.40895426746965,314.56453746446283,301.44970129633214
529,380,0.0036979888002355763,-3.0225781374248144,12.571294300846962,18.481213947625463,0.36748939624124455,-62.504984330413436,-50.68447057225214,-62.441154543179394
530,539,0.0015878542101056018,4.006389369626346,21.302659972179278,154.33609992701076,0.14631921387152536,863.5515667125519,876.4207134252789,863.596426525636
531,11,6.809500761865214e-07,-451330.7059220045,32.50095722738926,210.74228346096723,0.5230579477708954,71.69679552681802,72.89048134521313,75.12536695538945
532,10,0.006850869485489788,-12.779119757564715,42.70920436456172,177.02915793151058,0.7988624731584513,65.11606426498292,66.02381954396506,69.11606426498292
533,7,0.0061862186976827625,-11.96909407737676,51.438138742920565,8.723505238450763,0.9906891807723702,29.405916359732885,29.243646806898823,37.405916359732885
534,7,0.003883535254627036,-45.05572545656623,39.133012693003806,33.97626284793209,0.8911910371399614,38.9234033263226,38.76113377348854,46.9234033263226
535,78,0.0027064691495634102,-1.9146150632856391,61.045340096953275,218.87501796083316,0.6752852115608678,309.8341907660722,316.904317246141,310.1585150903965
536,8,1.1479824185863305e-05,-17.93371852826763,777365.4157370206,4.138970111779303,0.985599206805744,25.431060130790563,25.66938475583007,31.431060130790563
537,7,0.0005477155263379945,-103.71999912815629,51.050626617465674,1.7009267859142851,0.96135654590111,17.961981316356223,17.79971176352216,25.961981316356223
546,11,2.6438755855213678e-05,-13.98719154604158,204076.15598174854,10.692213903763072,0.9844581282095745,38.90447357416271,40.09815939255782,42.33304500273414
547,10,1.686039209894326e-05,-13.880201267562496,1025043.3217461164,10.794868354188232,0.9873732049185413,37.14362842234827,38.05138370133041,41.14362842234827
557,6,6.4979879090222285e-09,-2064214.7207398547,66.04244990654759,0.017557085300862633,0.9915715005601978,-9.977080555092593,-10.601802147408428,2.022919444907407
560,6,0.00048674848400452484,-17.889883854977935,44.25721032551027,0.008537957997496782,0.9968628737420853,-14.3026948777311,-14.927416470046934,-2.302694877731099
562,6,2.6221115553879454e-08,-500210.8811756511,66.42824029256725,0.2164902822996928,0.9067342077391815,5.095447875095301,4.4707262827794665,17.095447875095303
563,6,0.00046699711411860647,-17.51693116919975,45.391221590208175,0.6031419901983921,0.8267056081676276,11.243089761036533,10.618368168720698,23.243089761036533
564,65,4.897605702035079e-05,-111.15778500991111,4533.064811627792,122.44867863877626,0.7104612136250934,233.62681627375017,240.14997808343708,234.020258896701
565,24,0.012852740391835947,3.5078732141011435,21.797304104361757,60.14215585809882,0.01242647929575802,98.15682224729214,101.69098373833597,99.35682224729214
566,12,0.048135000368429826,13.457542213039932,20.228409703818844,7.642957936289113,0.06178879073329191,36.64106131168053,38.095781261044536,39.64106131168053
567,21,3.4522139147512705e-05,-15.905622475956578,95557.91170212372,8.19044455939652,0.9304880988624837,47.82277892252134,50.956346235691605,49.23454362840369
568,7,0.06162749824249995,14.285807844593437,20.07387848040019,4.303283907626674,0.08584796328587918,24.459417436221038,24.297147883386977,32.45941743622104
569,23,0.013978174846374085,11.62315302713312,24.498055693601312,19.383949967198493,0.2558278589278574,69.33704981559433,72.74353246338177,70.60020771033116
570,32,2.2021177358294585e-07,-29415.408335252414,105.38712739080643,1.055619716818283,0.47519051991618444,-10.35938664362357,-5.96217893522439,-9.502243786480712
571,31,0.0001717797478720536,-59.06280269644965,43.97910953119662,1.7860550136987787,0.43013949475768953,7.50087354605666,11.8028351595121,8.389762434945549
572,24,2.3482441421447709e-07,-70919.69495163155,37.73472326365631,1.5021493548522096,0.3080502379186245,9.6012853226759,13.135446813719737,10.801285322675898
578,12,2.4261184994694555e-05,-110.94445593440399,197.63413713456285,0.5365341468795704,0.7116106738949607,4.76414414212106,6.218864091485061,7.76414414212106
579,12,0.0007651114488140117,1.3254842068621986,43.05247607532545,1.779441420202726,0.7253057647599213,19.151239073625888,20.60595902298989,22.151239073625888
580,12,0.00043020099657490533,-5.287569930687333,42.57423256177383,0.8282347879038618,0.649999769254241,9.974141745190606,11.428861694554607,12.974141745190606
581,12,0.00046766609630059347,-0.7794541965109524,42.1770355632549,0.44992051084348933,0.7995464321395914,2.6514327467649625,4.106152696128964,5.6514327467649625
582,12,0.0004396182201099487,-6.711105356348931,54.32991568618314,0.8752029426295309,0.8555267543564539,10.636051178455272,12.090771127819274,13.636051178455272
583,12,2.445614165047192e-07,4.360077611964415,162250.78040764245,0.00035347932356969656,0.9335235071489343,-83.13658177991208,-81.68186183054807,-80.13658177991208
584,10,9.340679859386983e-10,-474321.95956488245,23.012878181470782,0.00023060994505580504,0.008270288573651752,-70.3949085077576,-69.48715322877547,-66.3949085077576
585,11,4.876414244480109e-09,-487960.51016495354,18.53896794159517,0.0022003497874044527,0.6756131876949127,-54.4707285770743,-53.27704275867919,-51.04215714850287
599,6,1.5440534504411683e-08,-864540.5865040006,44.7960083133201,0.16431893105606118,0.7709797714784463,3.4410293546034865,2.816307762287652,15.441029354603486
600,6,0.5219298,5.0,,,,,,
